customer_id,customer_name,segment,email,password,username
BM-11575,Brendan Murry,Corporate,richardbell@example.com,_8p)jOoqgM,ohunter
KN-16705,Kristina Nunn,Home Office,scottsmith@example.net,^8+o34AtcA,djohnson
KW-16570,Kelly Williams,Consumer,tara98@example.com,(1BHZs3gPs,schmittemily
SC-20260,Scott Cohen,Corporate,roblesjoseph@example.org,%4u6Zx%W&E,mary11
CV-12295,Christina VanderZanden,Consumer,jobradford@example.net,uY0f5AZhy&,johnsonmark
SG-20605,Speros Goranitis,Consumer,bridgetfrank@example.net,1d&YOxt@!$,nwright
TM-21010,Tamara Manning,Consumer,ifitzgerald@example.net,&9E8SX3lhi,parkerstephanie
EM-13810,Eleni McCrary,Corporate,tkirk@example.org,$F3RWt2p)z,jdodson
ML-18040,Michelle Lonsdale,Corporate,mbarron@example.com,_8_MPYhn72,richardbailey
CR-12580,Clay Rozendal,Home Office,hjordan@example.net,^!8XMiSF4c,imason
AZ-10750,Annie Zypern,Consumer,davidgray@example.net,4*2wlOJlty,gonzalesgloria
PW-19240,Pierre Wener,Consumer,zachary37@example.net,V^A)UcXv!9,knappchristian
SC-20380,Shahid Collister,Consumer,kellylarry@example.org,_L(yX3Yi3E,brandonnguyen
CM-11935,Carlos Meador,Consumer,brockkatie@example.com,&^)*3PeiC2,uwright
GM-14695,Greg Maxwell,Corporate,amber82@example.org,_2Ye0BIyvJ,mark67
TB-21250,Tim Brockman,Consumer,lyonsmichael@example.net,N!@4I9murU,pmejia
JM-15865,John Murray,Consumer,xwilliams@example.org,(1rlAHXxZ5,bcook
SC-20575,Sonia Cooley,Consumer,gabrielle60@example.com,ZpPSRzHL@0,timothy01
LS-17200,Luke Schmidt,Corporate,leah73@example.com,SHehH^Vw@3,ochoacourtney
RR-19315,Ralph Ritter,Consumer,charper@example.org,!3OElCnaRo,emilyhudson
DB-12910,Daniel Byrd,Home Office,smejia@example.net,h5X&2Muxfr,jasonfowler
TT-21220,Thomas Thornton,Consumer,sfletcher@example.net,PyVgByx!#5,whitedavid
LO-17170,Lori Olson,Corporate,sfrank@example.net,$Oj0PsoiA+,qbass
KD-16615,Ken Dana,Corporate,wagnerelizabeth@example.net,H3QZa*Ip@9,nicholasward
NB-18580,Nicole Brennan,Corporate,jasminewilson@example.org,*RGezjnkK3,ijuarez
BD-11635,Brian Derr,Consumer,lisa31@example.net,Rs)0ntSvux,xbrown
CM-12235,Chris McAfee,Consumer,brookseric@example.org,FCZ13Nde_&,courtney72
EN-13780,Edward Nazzal,Consumer,ccummings@example.com,tu9@BAil#1,mjones
KN-16450,Kean Nguyen,Corporate,whitney84@example.net,U2yU&Ac^#h,vflores
BO-11350,Bill Overfelt,Corporate,kelly92@example.org,)g+9)Pbz^s,irivera
AG-10300,Aleksandra Gannaway,Corporate,drobinson@example.org,!6s8jRCh0F,sabrina00
MC-17635,Matthew Clasen,Corporate,danielconley@example.net,*#9qSrarHZ,nicholsonryan
TA-21385,Tom Ashbrook,Home Office,timothy80@example.net,&jQ4eT$b&T,jacquelinewoods
JF-15295,Jason Fortune-,Consumer,matthewjackson@example.net,#lxDtQpg2j,annahoward
TT-21265,Tim Taslimi,Corporate,george74@example.com,#6ICYeSo6f,peckstuart
SB-20170,Sarah Bern,Consumer,fraziernancy@example.org,K_O8SNsFKL,rodriguezmichael
CL-12700,Craig Leslie,Home Office,moorekelly@example.com,)m0EzX6vt1,leonard13
HG-15025,Hunter Glantz,Consumer,joshua73@example.com,@wQLdSqAw5,davismartha
NL-18310,Nancy Lomonaco,Home Office,wsmith@example.org,Q9VlKDfr&j,chall
RR-19525,Rick Reed,Corporate,ryanlee@example.net,Rw7LNeNu_E,phillipsmike
TC-21295,Toby Carlisle,Consumer,christinebecker@example.net,lWXo3kFa$@,anthony48
SV-20785,Stewart Visinsky,Consumer,rhonda74@example.org,^_asZ2Wr7*,jody35
BE-11410,Bobby Elias,Consumer,garciagina@example.com,^D0IDSXpdS,emily59
SC-20680,Steve Carroll,Home Office,kwyatt@example.net,%lgFTyIeb5,qsmith
DF-13135,David Flashing,Consumer,johnsondavid@example.com,(^kSrMjAh7,valeriemitchell
FH-14350,Fred Harton,Consumer,heathersmith@example.net,cK7)_Zpj(c,snydertommy
MS-17530,MaryBeth Skach,Consumer,timothyarellano@example.org,&5IIPHiMwG,anthony04
RH-19555,Ritsa Hightower,Consumer,mhayes@example.net,r$sOXs7f!N,traviscaldwell
GA-14515,George Ashbrook,Consumer,tylermaddox@example.com,ldPoj8A4%0,shawn92
JP-16135,Julie Prescott,Home Office,nicole38@example.com,05goHP1v(f,byrdamanda
Dp-13240,Dean percer,Home Office,rogersjeffrey@example.com,$2eRFPip&@,daniel37
MO-17950,Michael Oakman,Consumer,trevor69@example.org,C7VlZlnT_o,kenneth88
DL-13330,Denise Leinenbach,Consumer,beasleymadison@example.org,3kZtb7Zh&9,nicole35
MH-18025,Michelle Huthwaite,Consumer,lrosales@example.com,59sV6z&a$j,gutierrezjames
DR-12940,Daniel Raglin,Home Office,cody22@example.com,4_$i3B5y!L,lkelley
DM-13015,Darrin Martin,Consumer,samanthanguyen@example.com,(4Z#WacP2H,wadelisa
CA-11965,Carol Adams,Corporate,amy96@example.net,neg5gEn6@J,ericajones
AC-10660,Anna Chung,Consumer,erinmitchell@example.net,WA@G4POrXs,ian26
DM-13345,Denise Monton,Corporate,kcline@example.net,!84GlkxGcP,leerobert
VF-21715,Vicky Freymann,Home Office,butlertyler@example.net,q6&2QaNjib,veronica21
CC-12370,Christopher Conant,Consumer,tony38@example.org,t%@R0ScNz$,smithsydney
BF-11275,Beth Fritzler,Corporate,vfrank@example.org,j1&Dp(f++&,bairdmary
HG-14845,Harry Greene,Consumer,donnabrooks@example.net,#HXI2gJm0l,thomaslutz
BP-11155,Becky Pak,Consumer,stephanie24@example.com,i_4SPnd7@r,steven73
EM-14140,Eugene Moren,Home Office,joshua31@example.com,aCnP1o^p$2,arojas
MA-17995,Michelle Arnett,Home Office,michaelgreen@example.com,(Uf(Xhyz$4,wcontreras
AY-10555,Andy Yotov,Corporate,ibarramatthew@example.com,#4w_20Gine,brandtnatalie
GB-14575,Giulietta Baptist,Consumer,hughesmichael@example.com,P894DFlp@a,alexandermason
JB-16045,Julia Barnett,Home Office,codychoi@example.net,E&1R2*W0hn,johnsonwanda
MG-17875,Michael Grace,Home Office,leonard69@example.net,^1WKn4OD#X,christinehernandez
SR-20425,Sharelle Roach,Home Office,jamesmiranda@example.com,uaMeIf2a*0,madisonhall
JB-16000,Joy Bell-,Consumer,edwardmartinez@example.net,3)3Vv2G0ok,arobinson
DM-12955,Dario Medina,Corporate,brandonrivera@example.net,&5XWTgq6C1,michaelmack
TC-21475,Tony Chapman,Home Office,mcombs@example.net,*8IqQm#B#H,grayolivia
SW-20350,Sean Wendt,Home Office,andremaynard@example.net,rA1Gq^T@!M,cmartinez
RE-19450,Richard Eichhorn,Consumer,charlesgillespie@example.net,k!R8j75xdL,mferrell
BF-11215,Benjamin Farhat,Home Office,victorlewis@example.com,&XFXOEqwQ8,perezraymond
KB-16405,Katrina Bavinger,Home Office,tbrown@example.com,@lSB0FpO!5,matthewlam
JG-15310,Jason Gross,Corporate,fnelson@example.com,)W3XFo1_7&,joshuacarpenter
EC-14050,Erin Creighton,Consumer,robert42@example.com,)*cfa62zSN,nicolemartinez
EB-14110,Eugene Barchas,Consumer,ericaanthony@example.net,%OIvQs@r1U,burnettbrandon
JP-15460,Jennifer Patt,Corporate,rebecca46@example.org,dhb5Qb9nF*,owensseth
CS-11845,Cari Sayre,Corporate,anthony24@example.com,+jrIQTbgM1,jamie49
GH-14410,Gary Hansen,Home Office,psimpson@example.net,b^9hcRtz7N,collin26
PT-19090,Pete Takahito,Consumer,johnsondeborah@example.net,N6Ifa7in_&,ortizbrandy
JL-15130,Jack Lebron,Consumer,amberbrock@example.net,jP@7jevy#2,nnelson
AH-10030,Aaron Hawkins,Corporate,lopezvictoria@example.com,77Ug6xGi+b,brownrobert
CC-12475,Cindy Chapman,Consumer,scottmarquez@example.com,EH9KueAIr^,moorekathleen
DW-13195,David Wiener,Corporate,ygreer@example.org,9G1EBoh)_i,phillip30
SJ-20215,Sarah Jordon,Consumer,gallegosedward@example.net,5C4kGB*x#),shawna49
BG-11740,Bruce Geld,Consumer,ricky56@example.net,x^9WYLE&kj,haley82
LB-16795,Laurel Beltran,Home Office,ldixon@example.net,r*0AKqjuCp,robertwright
CM-11815,Candace McMahon,Corporate,goodmanerica@example.org,Uv9XGncyR$,mary41
EH-14185,Evan Henry,Consumer,pphillips@example.net,8&6qXnKx!8,fwu
TS-21505,Tony Sayre,Consumer,mia56@example.net,SM1lXhds!W,joseph84
PR-18880,Patrick Ryan,Consumer,osmith@example.com,oc5alOnn2_,corey78
LC-17050,Liz Carlisle,Consumer,jenniferlutz@example.org,q67HhFCyR_,derrickramirez
CS-12490,Cindy Schnelling,Corporate,vjackson@example.net,$A6zFB$gJC,jamesadrian
DH-13075,Dave Hallsten,Corporate,jcurtis@example.net,3XWh@(vp^&,devin28
JO-15145,Jack O'Briant,Corporate,hornecameron@example.com,+4ldoW18Am,fberg
AH-10690,Anna Häberlin,Corporate,michael73@example.org,&Bo6SN#y@H,sgregory
HJ-14875,Heather Jas,Home Office,callen@example.org,VX*7CajOeY,uroberson
MH-17455,Mark Hamilton,Consumer,christopherchase@example.net,l%ESeRT$$5,julie37
RD-19930,Russell D'Ascenzo,Consumer,kellykirk@example.net,)47EZNmuZh,bentonjesse
SC-20020,Sam Craven,Consumer,xbartlett@example.com,(%54QDrmyl,mitchelljulie
SU-20665,Stephanie Ulpright,Home Office,amber92@example.net,4@7Xh5VpMI,allen15
FC-14335,Fred Chung,Corporate,edward96@example.net,r*vm4PZjnt,uhuynh
RB-19330,Randy Bradley,Consumer,garciasarah@example.com,sd0C*+!g+7,pughyolanda
NC-18535,Nick Crebassa,Corporate,laura75@example.net,@G5vDdrmQZ,osmith
DB-12970,Darren Budd,Corporate,xkelly@example.org,_S0qI!fQ*y,tsoto
MF-17665,Maureen Fritzler,Corporate,kimberlyjames@example.net,bTtSzrei(7,melissa90
RM-19750,Roland Murray,Consumer,kbates@example.net,RyJ1BzZv#g,christinehenderson
VM-21835,Vivian Mathis,Consumer,fsims@example.com,(P6tV4Yoh*,jamesrobin
EJ-13720,Ed Jacobs,Consumer,julie24@example.net,$KYFuJsBO7,xhale
NC-18415,Nathan Cano,Consumer,gayers@example.com,I%1)8XLeF),jackiebrown
LS-17230,Lycoris Saunders,Consumer,hbarker@example.org,LE@a&3Ch5z,cshaw
KE-16420,Katrina Edelman,Corporate,christine49@example.org,+*9Ov+86cl,uquinn
DH-13675,Duane Huffman,Home Office,foleynicholas@example.org,j8iNCJbn$8,padillaashley
PF-19120,Peter Fuller,Consumer,zsmith@example.com,j8Z3AWvm^f,jacob98
VT-21700,Valerie Takahito,Home Office,bward@example.com,rmvx6AOcw&,holmeslinda
MG-17695,Maureen Gnade,Consumer,stewartcarly@example.net,@9*h7BcStL,santoslauren
SP-20920,Susan Pistek,Consumer,tmarquez@example.net,+O4IPpnr+(,jamesward
CS-12175,Charles Sheldon,Corporate,yturner@example.org,dIv8MroG_H,qmitchell
DK-12895,Dana Kaydos,Consumer,john52@example.net,nu%9TraA%o,ryan27
KM-16660,Khloe Miller,Consumer,jonesrita@example.com,(UC31Lzk)b,bettywalsh
AA-10645,Anna Andreadi,Consumer,jonesjustin@example.net,69AWa%Fm)W,dmccann
DD-13570,Dorothy Dickinson,Consumer,kimberlybuck@example.net,+46XqbY70p,afowler
AH-10465,Amy Hunt,Consumer,crystal96@example.com,^wy@PZs8v1,barnettamanda
TP-21565,Tracy Poddar,Corporate,traci39@example.org,+9PvpkI(9^,mariamelendez
EK-13795,Eileen Kiefer,Home Office,enelson@example.com,%TU*dJz$#5,balvarez
CR-12820,Cyra Reiten,Home Office,gfranklin@example.com,Ku(1KsvFNe,mitchell57
SG-20890,Susan Gilcrest,Corporate,angelwilson@example.org,)_4W0QiROm,austinmonroe
AH-10585,Angele Hood,Consumer,brad07@example.com,%F4Zp97R)S,shanemclean
NF-18475,Neil Französisch,Home Office,pmartin@example.net,kdM)7tHBF&,stephenwheeler
BS-11365,Bill Shonely,Corporate,zyoder@example.org,%o)6ZcspZj,kellyphillips
SH-20635,Stefanie Holloman,Corporate,sarah77@example.net,i6*nLgRk@Z,georgerichards
RD-19720,Roger Demir,Consumer,nhunt@example.com,8GDjgDY^+2,thomasjohnson
AG-10330,Alex Grayson,Consumer,bwilson@example.net,9#R6XBao1y,wademichael
GR-14560,Georgia Rosenberg,Corporate,philipjohnson@example.net,Sn4R0Tlz*3,joseph97
VS-21820,Vivek Sundaresam,Consumer,ronald13@example.com,S79D!AcQ@l,ljohnson
TM-21490,Tony Molinari,Consumer,nbrady@example.com,#485J&p2e3,leachbradley
TS-21430,Tom Stivers,Corporate,deangregory@example.org,I)C#Zbgx^5,kjimenez
DB-13360,Dennis Bolton,Home Office,diazadam@example.net,(6m@b&Cgs1,tlove
NR-18550,Nick Radford,Consumer,paigemorgan@example.net,yz7tnLy7V),ykidd
CS-11860,Cari Schnelling,Consumer,ethomas@example.com,^t4$NqPlz^,rubioshane
MF-18250,Monica Federle,Corporate,pauljarvis@example.net,IDK02dFl&6,wosborn
LW-17125,Liz Willingham,Consumer,sheppardmelinda@example.com,mQM6FC_k3!,vking
AR-10345,Alex Russell,Corporate,zhess@example.com,Dy3Iri9s+(,donaldrowe
KS-16300,Karen Seio,Corporate,fkramer@example.com,#9A+JJm%&f,zsmith
AB-10015,Aaron Bergman,Consumer,anthonyjennings@example.org,#dRVPQvl45,francesnunez
LR-17035,Lisa Ryan,Corporate,jrobinson@example.com,xEXNvd#6&3,ayalagina
SS-20410,Shahid Shariari,Consumer,kgordon@example.net,3d!1JOg7PP,erinthomas
JM-15580,Jill Matthias,Consumer,guerramatthew@example.net,$7%9K0kbrX,vancechristopher
JK-15325,Jason Klamczynski,Corporate,gardnerdebbie@example.org,@9_B#zt1aL,michellehodges
DM-13525,Don Miller,Corporate,hhays@example.net,Vw7JcXOqL@,maryward
ML-18265,Muhammed Lee,Consumer,vphillips@example.net,4()58DhK@r,herringisabella
MH-17290,Marc Harrigan,Home Office,stephanieyoung@example.org,O41D2Mam#H,dzamora
FC-14245,Frank Carlisle,Home Office,orrmarilyn@example.org,*n4HEbwMK_,zmendez
TH-21115,Thea Hudgings,Corporate,michaelhartman@example.org,+l7FuLkc!a,ggarza
JK-16090,Juliana Krohn,Consumer,christopherwashington@example.net,6U&0$YtoWr,matthew20
SB-20185,Sarah Brown,Consumer,harrisondavid@example.net,k#0jy1EC%a,troy75
BG-11035,Barry Gonzalez,Consumer,chanchristine@example.org,D)1Uo1yU8A,higginsjohn
BW-11065,Barry Weirich,Consumer,wwilliams@example.com,yuujH*Ec_1,tracy16
MG-18205,Mitch Gastineau,Corporate,scottadam@example.net,0#5R95No8g,kathleen21
DO-13645,Doug O'Connell,Consumer,asimmons@example.com,qz40HJWb+u,nicole94
BP-11050,Barry Pond,Corporate,morrisonashley@example.net,OZcc4Tqd+x,christina88
TS-21655,Trudy Schmidt,Consumer,karenrobertson@example.org,ue)1Fu&9+n,jonathan95
EM-14200,Evan Minnotte,Home Office,skelley@example.org,362V!3WdD5,joseph18
AO-10810,Anthony O'Donnell,Corporate,samanthasimpson@example.net,d#SVe8Mi@%,maciascathy
MH-17440,Mark Haberlin,Corporate,cookkenneth@example.org,4FvW1WxhK),collinsbonnie
SS-20515,Shirley Schmidt,Home Office,lindamcmillan@example.com,(+1EHxr(rX,johnsonrobert
LD-16855,Lela Donovan,Corporate,huynhjustin@example.org,&4YvmO9HH2,peter91
VP-21760,Victoria Pisteka,Corporate,ethompson@example.com,@^K48C@dA0,tmack
TC-21145,Theresa Coyne,Corporate,perryrachael@example.com,&7Fi7PupMP,ashley47
IM-15055,Ionia McGrath,Consumer,nicolemills@example.com,%oH7g3^UI9,campbellnicholas
AR-10570,Anemone Ratner,Consumer,williamstheresa@example.net,3l69SgTt#a,cooperjessica
CM-12715,Craig Molinari,Corporate,stanleybryant@example.com,pp1rBQIkF%,williamrussell
FW-14395,Fred Wasserman,Corporate,angelamitchell@example.org,O%1@LmPoDe,alexander89
LC-16960,Lindsay Castell,Home Office,brewermelissa@example.org,w1W()s+i_o,benjamin19
HE-14800,Harold Engle,Corporate,hortondustin@example.org,cV5IadOU$#,umartin
BD-11560,Brendan Dodson,Home Office,stephenfreeman@example.net,F!B9fUvwr@,uandrews
HD-14785,Harold Dahlen,Home Office,nguyenregina@example.org,+CHnya@wL2,jennifer56
CJ-11875,Carl Jackson,Corporate,hmarshall@example.com,!W(4omYqUL,elizabeth50
RS-19870,Roy Skaria,Home Office,joseph29@example.net,%fTc(KoHa7,williamsmatthew
SC-20845,Sung Chung,Consumer,mathisjoseph@example.com,@3uL$6Mr!4,agonzalez
RE-19405,Ricardo Emerson,Consumer,freymichael@example.org,JM6Ak)IU!^,kimroy
SM-20905,Susan MacKendrick,Consumer,rachel73@example.com,qGRV%0Eqq3,ujohnson
